,Temperature,Humidity,Wind Speed,Precipitation (%),col6,Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility,Location,Weather Type
5445,27.9,35,8,7,51.9,clear,1017.8,7,Spring,7.1,mountain,Sunny
5446,36.6,35,30,10,13.5,overcast,1010.58,4,Summer,8.2,coastal,Sunny
5447,9.3,78,40,47,36.7,overcast,1011.41,3,Winter,3.6,inland,Rainy
5448,27.9,51,40,18,26.4,clear,1034.84,12,Spring,8.6,coastal,Sunny
5449,40.2,40,8,22,24.2,partly cloudy,1026.95,12,Summer,9.8,inland,Sunny
5450,40.9,55,3,21,35.0,partly cloudy,1030.47,10,Summer,6.1,mountain,Sunny
5451,38.2,22,17,7,21.2,partly cloudy,1013.81,5,Summer,6.8,coastal,Sunny
5452,27.6,34,26,24,23.3,clear,1010.59,7,Summer,9.6,coastal,Sunny
5453,6.5,78,102,59,79.0,overcast,1005.06,4,Winter,1.6,coastal,Rainy
5454,13.9,73,99,97,39.2,overcast,1011.26,4,Spring,3.2,inland,Rainy
5455,7.4,79,38,49,98.9,overcast,997.59,5,Winter,5.4,mountain,Rainy
5456,28.7,43,5,7,58.8,clear,1027.82,4,Summer,8.8,inland,Sunny
5457,13.7,75,103,68,25.5,partly cloudy,1001.76,0,Spring,1.8,mountain,Rainy
5458,8.5,74,48,45,25.3,partly cloudy,995.13,1,Winter,4.9,inland,Rainy
5459,11.8,95,98,59,87.9,overcast,1007.18,2,Spring,3.1,coastal,Rainy
5460,7.7,53,19,4,52.8,partly cloudy,1014.03,9,Winter,6.8,coastal,Sunny
5461,18.7,95,27,95,96.6,overcast,1011.91,5,Summer,3.9,coastal,Rainy
5462,27.8,43,9,2,9.4,clear,1017.29,9,Spring,7.2,mountain,Sunny
5463,7.1,29,4,3,16.5,clear,1010.16,12,Winter,8.0,coastal,Sunny
5464,23.4,20,3,11,18.1,clear,1015.31,5,Summer,7.6,mountain,Sunny
5465,15.9,27,5,12,12.7,clear,1024.78,8,Spring,8.6,inland,Sunny
5466,24.9,25,18,0,16.5,clear,1032.98,10,Summer,8.1,mountain,Sunny
5467,1.7,61,49,86,27.6,overcast,1009.92,5,Winter,4.3,inland,Rainy
5468,42.5,31,25,0,14.3,clear,1023.72,7,Summer,6.2,mountain,Sunny
5469,12.0,41,30,20,25.7,clear,1029.59,5,Autumn,8.6,coastal,Sunny
5470,41.5,55,1,22,43.3,clear,1012.88,6,Summer,6.7,inland,Sunny
5471,17.5,83,62,60,21.4,overcast,997.5,1,Spring,2.5,coastal,Rainy
5472,29.8,37,19,6,12.7,clear,1026.02,11,Summer,7.7,mountain,Sunny
5473,5.3,72,55,60,63.4,partly cloudy,991.71,4,Autumn,2.9,coastal,Rainy
5474,42.3,22,40,23,14.7,clear,1022.82,6,Summer,9.4,inland,Sunny
5475,7.4,76,107,59,80.6,overcast,992.33,5,Spring,1.6,mountain,Rainy
5476,13.6,25,29,7,37.9,clear,1017.51,9,Spring,9.3,inland,Sunny
5477,29.0,42,2,20,40.0,clear,1034.01,5,Summer,8.9,mountain,Sunny
5478,2.2,73,105,56,91.8,overcast,1004.04,4,Winter,1.6,mountain,Rainy
5479,14.5,91,90,93,64.1,partly cloudy,989.54,0,Autumn,4.2,inland,Rainy
5480,25.5,39,37,18,20.7,clear,1019.8,13,Spring,6.6,inland,Sunny
5481,15.3,28,17,15,45.1,partly cloudy,1032.2,11,Spring,9.5,inland,Sunny
5482,14.9,82,88,84,106.1,overcast,1009.22,0,Spring,2.8,coastal,Rainy
5483,3.4,66,98,82,46.3,overcast,995.59,5,Winter,2.4,mountain,Rainy
5484,-1.8,87,91,45,42.2,overcast,1002.18,3,Winter,3.4,coastal,Rainy
5485,4.6,74,55,53,102.4,partly cloudy,995.71,3,Winter,3.5,inland,Rainy
5486,35.9,47,1,24,49.8,clear,1021.91,7,Summer,6.4,inland,Sunny
5487,11.0,72,19,49,48.1,partly cloudy,1004.05,3,Spring,1.7,inland,Rainy
5488,2.6,68,93,64,43.6,partly cloudy,1003.29,5,Winter,2.2,mountain,Rainy
5489,2.8,77,34,84,60.2,overcast,1006.39,1,Winter,3.5,mountain,Rainy
5490,6.3,86,97,46,56.3,overcast,999.24,4,Autumn,3.9,coastal,Rainy
5491,23.0,43,38,16,9.5,clear,1027.09,10,Summer,8.1,inland,Sunny
5492,20.6,78,84,66,78.8,partly cloudy,992.46,3,Summer,5.5,coastal,Rainy
5493,0.1,77,64,52,47.5,overcast,1005.36,1,Winter,1.2,inland,Rainy
5494,28.3,83,49,47,25.5,overcast,988.12,1,Summer,2.9,coastal,Rainy
5495,9.7,50,40,17,5.6,clear,1017.68,10,Winter,8.0,inland,Sunny
5496,12.4,65,106,68,63.5,overcast,1010.24,5,Autumn,4.5,inland,Rainy
5497,-0.9,64,57,54,44.5,partly cloudy,1011.88,3,Winter,2.9,coastal,Rainy
5498,36.5,31,15,24,23.1,overcast,1022.45,13,Summer,8.8,coastal,Sunny
5499,29.8,69,79,52,22.7,overcast,1008.71,2,Summer,4.4,mountain,Rainy
5500,-0.2,84,17,83,93.2,overcast,996.99,3,Winter,3.7,inland,Rainy
5501,15.3,39,19,4,39.7,clear,1033.07,7,Spring,7.1,coastal,Sunny
5502,13.5,49,38,17,38.7,clear,1014.65,12,Spring,9.9,coastal,Sunny
5503,2.4,91,43,50,81.8,overcast,1007.86,0,Winter,2.8,coastal,Rainy
5504,27.6,21,31,1,53.9,clear,1031.92,6,Summer,7.0,coastal,Sunny
5505,24.5,52,21,23,11.3,overcast,1021.19,11,Summer,8.1,coastal,Sunny
5506,6.6,89,20,71,106.3,overcast,995.6,5,Autumn,3.5,mountain,Rainy
5507,0.1,91,74,54,55.0,partly cloudy,998.04,2,Winter,3.9,inland,Rainy
5508,30.9,22,9,10,15.8,partly cloudy,1027.13,11,Summer,6.7,mountain,Sunny
5509,9.6,63,75,82,106.3,overcast,995.9,2,Winter,2.0,coastal,Rainy
5510,17.2,21,32,16,39.8,clear,1008.28,6,Autumn,9.9,coastal,Sunny
5511,39.8,25,4,19,9.5,clear,1032.74,11,Summer,8.6,coastal,Sunny
5512,16.2,89,15,41,22.3,overcast,995.36,5,Summer,1.9,inland,Rainy
5513,10.5,60,13,88,98.7,overcast,1003.5,5,Autumn,1.9,inland,Rainy
5514,9.6,93,14,97,99.9,overcast,1009.45,0,Winter,1.3,mountain,Rainy
5515,5.7,72,92,51,29.3,partly cloudy,993.2,3,Winter,1.5,inland,Rainy
5516,8.3,32,8,24,15.6,clear,1018.94,12,Winter,8.1,mountain,Sunny
5517,37.0,42,30,24,24.5,partly cloudy,1027.65,6,Summer,8.4,mountain,Sunny
5518,34.7,40,30,8,16.8,clear,1029.45,6,Summer,6.4,mountain,Sunny
5519,25.2,43,2,13,53.9,clear,1033.53,10,Spring,8.4,mountain,Sunny
5520,-1.1,78,48,86,59.7,partly cloudy,988.44,0,Winter,3.7,inland,Rainy
5521,27.3,52,32,21,42.5,clear,1029.79,9,Spring,6.2,coastal,Sunny
5522,8.5,39,14,5,10.2,partly cloudy,1017.88,6,Autumn,6.0,inland,Sunny
5523,12.8,78,50,49,77.7,overcast,1001.69,5,Autumn,5.3,coastal,Rainy
5524,8.8,92,68,71,45.0,overcast,1003.09,5,Winter,3.0,mountain,Rainy
5525,-3.0,89,54,95,69.5,partly cloudy,1006.8,4,Winter,4.0,coastal,Rainy
5526,-2.9,73,86,48,53.7,overcast,1010.5,3,Winter,1.0,inland,Rainy
5527,9.0,94,75,54,38.7,overcast,998.62,2,Spring,1.8,inland,Rainy
5528,-0.4,94,88,67,43.7,overcast,1006.56,4,Winter,1.6,inland,Rainy
5529,8.2,64,60,58,43.0,partly cloudy,1004.07,2,Winter,2.8,inland,Rainy
5530,27.8,23,39,20,11.3,clear,1026.19,8,Spring,8.5,mountain,Sunny
5531,12.5,41,22,6,10.7,partly cloudy,1022.43,5,Spring,9.9,mountain,Sunny
5532,13.9,85,88,68,48.3,overcast,996.64,0,Autumn,3.5,inland,Rainy
5533,35.7,48,21,9,56.6,clear,1020.73,9,Summer,8.2,coastal,Sunny
5534,21.0,21,39,11,28.6,partly cloudy,1013.32,11,Spring,8.1,coastal,Sunny
5535,13.3,64,48,48,36.3,overcast,996.73,1,Spring,4.6,mountain,Rainy
5536,14.6,86,103,68,85.2,overcast,998.2,5,Autumn,4.7,coastal,Rainy
5537,32.6,35,7,16,8.0,clear,1015.73,9,Summer,7.2,inland,Sunny
5538,1.5,61,45,93,33.2,partly cloudy,1010.43,3,Winter,5.3,inland,Rainy
5539,14.4,90,7,43,54.9,partly cloudy,992.38,3,Autumn,3.2,inland,Rainy
5540,12.4,86,80,92,80.2,clear,1006.97,2,Autumn,4.3,coastal,Rainy
5541,14.0,87,19,61,97.8,clear,989.4,5,Autumn,3.3,coastal,Rainy
5542,14.2,84,11,100,40.2,overcast,1004.66,3,Autumn,1.4,inland,Rainy
5543,4.3,34,7,22,49.6,clear,1024.1,4,Winter,6.0,mountain,Sunny
5544,1.8,84,13,67,40.0,partly cloudy,988.02,0,Winter,4.6,mountain,Rainy
5545,5.0,63,107,83,79.7,overcast,988.33,5,Winter,2.5,inland,Rainy
5546,4.0,74,64,95,99.4,overcast,990.6,4,Winter,1.3,coastal,Rainy
5547,26.8,30,19,3,48.3,partly cloudy,1014.72,12,Spring,9.0,mountain,Sunny
5548,14.6,93,96,48,67.1,partly cloudy,994.34,2,Autumn,2.8,coastal,Rainy
5549,2.1,67,70,88,45.8,overcast,994.31,3,Winter,1.8,inland,Rainy
5550,-0.1,89,5,63,57.1,partly cloudy,992.11,4,Winter,5.3,coastal,Rainy
5551,18.2,78,76,50,51.2,partly cloudy,1000.1,1,Summer,1.8,inland,Rainy
5552,8.1,94,29,98,28.9,overcast,999.73,0,Autumn,2.6,mountain,Rainy
5553,6.4,67,32,61,71.7,overcast,1000.38,1,Autumn,1.7,inland,Rainy
5554,4.8,89,25,77,88.6,overcast,994.38,0,Winter,4.1,coastal,Rainy
5555,39.2,40,2,2,58.8,clear,1018.01,12,Summer,8.4,inland,Sunny
5556,-2.2,83,19,68,27.5,clear,997.92,5,Winter,5.4,inland,Rainy
5557,5.5,94,95,97,36.3,overcast,993.2,5,Autumn,2.6,mountain,Rainy
5558,38.0,45,4,5,37.9,clear,1008.52,9,Summer,9.3,inland,Sunny
5559,7.8,86,63,93,68.4,overcast,1005.11,0,Autumn,1.5,coastal,Rainy
5560,33.2,51,37,25,6.0,clear,1014.43,11,Summer,9.8,coastal,Sunny
5561,14.7,94,84,79,44.9,overcast,996.0,3,Autumn,5.4,inland,Rainy
5562,31.7,41,6,25,33.1,clear,1021.58,9,Summer,9.9,coastal,Sunny
5563,12.2,72,80,70,89.1,overcast,1004.05,4,Autumn,4.1,mountain,Rainy
5564,18.5,35,36,19,8.8,clear,1022.06,5,Spring,8.5,coastal,Sunny
5565,37.2,55,12,15,56.2,clear,1009.88,12,Summer,6.9,mountain,Sunny
5566,3.0,91,86,46,106.9,overcast,988.67,1,Winter,1.4,inland,Rainy
5567,21.0,31,11,3,5.5,partly cloudy,1033.29,4,Spring,6.1,inland,Sunny
5568,17.1,41,13,5,7.2,clear,1010.61,9,Autumn,9.0,mountain,Sunny
5569,13.9,25,10,6,24.4,clear,1032.33,7,Winter,8.2,inland,Sunny
5570,3.2,88,107,75,28.7,partly cloudy,997.21,3,Winter,1.1,mountain,Rainy
5571,27.8,45,16,25,34.3,partly cloudy,1027.35,11,Summer,9.5,inland,Sunny
5572,14.8,42,28,19,54.2,partly cloudy,1031.08,9,Spring,9.3,mountain,Sunny
5573,8.6,92,104,44,63.4,overcast,998.12,5,Winter,4.7,mountain,Rainy
5574,13.5,33,33,14,21.0,partly cloudy,1026.93,7,Spring,7.4,coastal,Sunny
5575,12.4,37,22,14,31.6,partly cloudy,1016.74,4,Spring,9.3,mountain,Sunny
5576,4.3,80,44,46,28.8,overcast,1000.84,3,Winter,3.9,coastal,Rainy
5577,9.8,91,25,98,45.5,overcast,990.0,5,Winter,4.6,coastal,Rainy
5578,1.8,73,102,75,41.3,overcast,1005.31,4,Winter,2.4,mountain,Rainy
5579,4.6,71,9,97,39.9,partly cloudy,989.11,2,Winter,4.2,mountain,Rainy
5580,27.6,50,16,0,52.4,partly cloudy,1017.07,7,Spring,6.1,coastal,Sunny
5581,6.2,82,34,69,53.6,overcast,1002.44,5,Autumn,1.2,mountain,Rainy
5582,12.1,74,104,62,43.7,overcast,993.71,0,Autumn,1.7,mountain,Rainy
5583,42.4,38,31,15,55.2,clear,1027.67,5,Summer,7.7,inland,Sunny
5584,5.0,32,3,2,33.1,partly cloudy,1019.2,9,Winter,10.0,inland,Sunny
5585,24.1,71,104,91,62.8,overcast,989.69,3,Summer,4.7,inland,Rainy
5586,2.9,44,8,23,48.6,clear,1028.81,6,Winter,9.3,mountain,Sunny
5587,3.6,72,9,50,25.9,overcast,1007.34,2,Winter,5.3,inland,Rainy
5588,18.1,47,3,10,57.3,partly cloudy,1015.99,13,Spring,9.4,inland,Sunny
5589,12.8,37,12,6,14.4,partly cloudy,1030.59,4,Winter,6.9,coastal,Sunny
5590,25.6,39,6,25,31.0,clear,1034.73,4,Summer,8.4,mountain,Sunny
5591,14.4,55,7,7,20.4,clear,1015.53,10,Autumn,9.9,coastal,Sunny
5592,2.6,92,75,58,59.0,overcast,993.56,1,Winter,2.3,mountain,Rainy
5593,15.1,20,26,2,12.7,clear,1030.09,10,Spring,9.5,inland,Sunny
5594,26.2,79,84,69,105.7,overcast,988.35,4,Summer,2.6,coastal,Rainy
5595,10.6,66,77,57,77.3,overcast,1001.96,0,Spring,4.4,inland,Rainy
5596,-1.0,83,49,68,39.3,overcast,997.96,1,Winter,5.1,inland,Rainy
5597,39.6,44,4,17,22.3,partly cloudy,1012.16,11,Summer,7.6,mountain,Sunny
5598,12.2,79,33,54,84.5,overcast,1004.51,4,Autumn,2.0,coastal,Rainy
5599,13.0,28,40,16,47.6,clear,1016.57,4,Spring,7.1,coastal,Sunny
5600,30.5,49,26,1,31.2,clear,1034.09,4,Summer,6.1,coastal,Sunny
5601,13.4,79,10,99,101.1,overcast,992.44,0,Autumn,3.2,coastal,Rainy
5602,31.1,24,36,0,34.6,partly cloudy,1033.6,9,Summer,7.7,mountain,Sunny
5603,4.4,74,23,64,94.3,overcast,1004.96,1,Winter,1.9,coastal,Rainy
5604,9.6,51,32,4,59.0,clear,1012.6,12,Winter,7.2,coastal,Sunny
5605,3.4,70,67,83,64.9,overcast,1007.84,0,Winter,4.6,mountain,Rainy
5606,0.7,81,43,52,67.6,overcast,1008.9,5,Winter,4.1,mountain,Rainy
5607,-1.1,93,40,71,52.5,overcast,996.98,4,Winter,4.6,inland,Rainy
5608,-1.7,66,79,83,40.8,overcast,989.93,1,Winter,5.0,mountain,Rainy
5609,-2.7,72,39,84,49.8,overcast,1005.44,2,Winter,4.3,coastal,Rainy
5610,3.9,93,102,66,80.7,overcast,996.4,0,Winter,4.1,inland,Rainy
5611,12.4,61,51,56,101.2,partly cloudy,1007.51,1,Autumn,5.1,coastal,Rainy
5612,7.9,51,20,14,30.9,clear,1015.33,12,Winter,7.3,coastal,Sunny
5613,-2.5,95,80,97,24.7,partly cloudy,1008.1,2,Winter,3.1,coastal,Rainy
5614,33.8,39,16,1,9.5,partly cloudy,1009.67,5,Summer,7.7,inland,Sunny
5615,29.1,43,8,16,30.9,partly cloudy,1018.34,9,Summer,6.4,inland,Sunny
5616,26.6,30,17,5,39.6,clear,1020.99,10,Summer,7.3,coastal,Sunny
5617,24.3,33,22,5,20.9,clear,1028.13,11,Spring,9.0,inland,Sunny
5618,5.1,89,7,43,100.9,overcast,1008.41,1,Winter,3.8,coastal,Rainy
5619,15.7,54,17,21,33.7,clear,1034.97,4,Spring,8.1,coastal,Sunny
5620,35.9,38,30,5,30.0,clear,1013.43,4,Summer,7.6,coastal,Sunny
5621,35.6,33,14,18,21.4,clear,1019.2,8,Summer,7.7,mountain,Sunny
5622,3.0,71,6,98,28.3,overcast,1002.75,4,Winter,3.0,inland,Rainy
5623,7.7,86,73,59,21.1,overcast,1002.31,3,Spring,3.6,inland,Rainy
5624,6.6,73,8,97,25.0,overcast,997.44,1,Winter,4.0,coastal,Rainy
5625,39.3,31,19,8,44.3,partly cloudy,1028.34,13,Summer,6.2,coastal,Sunny
5626,13.4,34,6,13,42.2,clear,1026.9,9,Autumn,6.6,inland,Sunny
5627,15.2,80,54,84,46.0,partly cloudy,996.12,5,Spring,1.5,mountain,Rainy
5628,5.5,80,90,72,99.4,overcast,996.66,4,Autumn,1.4,coastal,Rainy
5629,33.9,31,11,13,27.1,overcast,1031.45,13,Summer,9.4,mountain,Sunny
5630,5.3,81,7,46,103.5,overcast,997.11,1,Autumn,2.4,mountain,Rainy
5631,16.2,32,19,17,50.3,clear,1024.25,7,Autumn,9.9,coastal,Sunny
5632,27.5,43,13,5,11.2,clear,1013.13,4,Summer,9.2,mountain,Sunny
5633,11.0,66,55,67,40.3,partly cloudy,1007.98,2,Autumn,3.8,coastal,Rainy
5634,22.4,51,8,24,26.6,overcast,1025.26,4,Summer,9.1,coastal,Sunny
5635,12.8,66,58,65,62.8,overcast,1000.52,1,Spring,4.2,coastal,Rainy
5636,3.1,85,98,40,88.4,overcast,992.55,3,Winter,5.2,inland,Rainy
5637,15.1,22,11,20,35.2,partly cloudy,1008.26,8,Spring,9.4,inland,Sunny
5638,7.0,71,69,54,102.9,overcast,988.25,5,Winter,3.2,mountain,Rainy
5639,7.0,65,82,79,51.1,overcast,1004.7,5,Winter,2.3,inland,Rainy
5640,2.7,29,13,7,59.0,clear,1009.3,4,Winter,10.0,mountain,Sunny
5641,-2.8,74,87,98,20.0,overcast,1003.21,3,Winter,4.9,mountain,Rainy
5642,30.8,47,16,0,39.8,partly cloudy,1018.41,10,Summer,6.9,coastal,Sunny
5643,30.9,47,22,3,49.3,clear,1023.89,11,Summer,9.0,inland,Sunny
5644,12.2,38,30,25,52.2,clear,1020.44,4,Spring,6.9,mountain,Sunny
5645,7.0,82,10,91,56.0,overcast,988.93,5,Winter,5.1,coastal,Rainy
5646,37.8,39,6,4,11.8,clear,1015.41,11,Summer,6.2,coastal,Sunny
5647,35.3,30,27,20,46.6,clear,1025.77,13,Summer,9.3,coastal,Sunny
5648,-0.1,71,106,76,105.0,overcast,989.33,1,Winter,2.0,mountain,Rainy
5649,20.9,94,35,94,40.4,overcast,1005.38,2,Summer,3.7,coastal,Rainy
5650,42.6,35,7,3,34.5,clear,1026.47,5,Summer,6.3,coastal,Sunny
5651,37.1,22,4,15,49.7,partly cloudy,1012.88,7,Summer,9.8,coastal,Sunny
5652,0.0,77,54,90,92.1,overcast,995.86,3,Winter,2.0,coastal,Rainy
5653,-2.3,70,75,97,54.1,partly cloudy,997.38,0,Winter,2.4,mountain,Rainy
5654,25.7,44,18,4,12.6,clear,1023.42,9,Spring,6.9,inland,Sunny
5655,37.8,47,17,24,10.3,clear,1017.65,10,Summer,7.3,coastal,Sunny
5656,-1.4,88,63,76,95.1,partly cloudy,1011.49,1,Winter,4.3,mountain,Rainy
5657,-1.0,64,89,83,82.8,partly cloudy,1009.51,3,Winter,1.0,mountain,Rainy
5658,34.8,25,2,11,46.8,clear,1023.1,11,Summer,7.4,coastal,Sunny
5659,17.3,42,2,13,53.1,clear,1013.54,4,Spring,7.7,inland,Sunny
5660,-1.1,78,65,63,94.2,partly cloudy,1002.93,5,Winter,3.1,inland,Rainy
5661,27.6,25,23,17,10.2,partly cloudy,1031.61,10,Spring,9.0,inland,Sunny
5662,9.7,78,86,44,54.6,partly cloudy,1010.69,4,Winter,4.4,coastal,Rainy
5663,28.4,38,29,11,17.0,partly cloudy,1022.54,7,Summer,9.3,mountain,Sunny
5664,33.7,44,8,9,19.6,overcast,1011.19,4,Summer,8.5,coastal,Sunny
5665,18.2,39,13,1,50.7,clear,1032.46,12,Spring,8.3,coastal,Sunny
5666,15.6,61,29,67,95.3,overcast,1009.9,5,Summer,3.5,coastal,Rainy
5667,7.9,53,13,0,12.9,clear,1025.21,9,Winter,9.5,inland,Sunny
5668,17.9,25,20,10,47.5,clear,1024.66,6,Autumn,9.1,coastal,Sunny
5669,10.2,32,39,2,17.6,clear,1032.69,6,Autumn,9.5,coastal,Sunny
5670,9.5,88,51,50,77.2,overcast,1001.84,2,Autumn,1.2,inland,Rainy
5671,29.5,85,28,95,70.3,overcast,996.15,4,Summer,4.2,coastal,Rainy
5672,12.1,61,79,51,66.1,overcast,1003.78,0,Autumn,1.4,coastal,Rainy
5673,17.0,38,39,19,5.8,partly cloudy,1019.99,12,Spring,8.3,coastal,Sunny
5674,12.8,36,19,23,28.2,clear,1024.68,11,Spring,6.2,mountain,Sunny
5675,5.4,95,33,51,77.0,overcast,1001.34,4,Autumn,2.3,mountain,Rainy
5676,42.3,24,25,7,51.0,partly cloudy,1027.67,8,Summer,6.5,coastal,Sunny
5677,4.2,65,46,50,24.8,clear,993.44,0,Winter,2.2,mountain,Rainy
5678,7.5,62,17,53,75.4,partly cloudy,1005.19,2,Spring,5.4,inland,Rainy
5679,12.1,34,40,2,10.3,clear,1015.87,10,Autumn,8.6,coastal,Sunny
5680,16.5,39,5,21,28.0,clear,1019.0,6,Spring,7.6,mountain,Sunny
5681,35.8,28,29,25,14.3,clear,1016.35,13,Summer,6.5,coastal,Sunny
5682,31.1,42,4,13,32.8,partly cloudy,1029.32,8,Summer,7.4,inland,Sunny
5683,16.4,88,6,63,28.9,overcast,1006.59,1,Summer,2.8,mountain,Rainy
5684,9.9,71,12,97,32.3,overcast,990.44,1,Winter,3.8,coastal,Rainy
5685,27.3,55,25,3,35.3,partly cloudy,1013.86,7,Summer,9.6,inland,Sunny
5686,5.8,77,48,82,107.0,overcast,991.98,2,Winter,5.2,mountain,Rainy
5687,26.5,38,36,25,30.5,clear,1020.88,6,Summer,7.7,mountain,Sunny
5688,19.6,60,80,54,57.2,overcast,1010.97,3,Summer,4.6,inland,Rainy
5689,7.7,86,64,73,104.6,partly cloudy,992.45,3,Winter,1.2,mountain,Rainy
5690,18.0,32,32,1,31.9,clear,1032.51,12,Spring,7.5,inland,Sunny
5691,13.8,50,37,21,30.9,clear,1012.84,9,Spring,6.5,coastal,Sunny
5692,10.8,94,75,40,93.3,overcast,1006.3,4,Spring,1.6,mountain,Rainy
5693,8.7,68,56,88,84.0,overcast,989.16,2,Spring,1.1,inland,Rainy
5694,7.5,68,62,47,52.9,overcast,1004.18,1,Autumn,4.4,inland,Rainy
5695,13.3,81,15,65,98.8,overcast,995.79,3,Autumn,3.0,inland,Rainy
5696,17.2,35,21,7,57.3,partly cloudy,1008.1,13,Spring,9.9,inland,Sunny
5697,7.8,47,28,23,38.1,partly cloudy,1011.88,7,Winter,7.2,mountain,Sunny
5698,17.3,25,14,12,14.9,clear,1020.83,4,Autumn,6.7,mountain,Sunny
5699,32.9,36,21,2,47.7,clear,1030.64,10,Summer,7.2,inland,Sunny
5700,21.5,32,32,5,51.4,partly cloudy,1020.84,9,Spring,9.4,mountain,Sunny
5701,30.8,24,12,16,33.4,clear,1016.4,4,Summer,9.0,inland,Sunny
5702,9.8,66,100,49,42.3,overcast,1011.56,2,Autumn,1.6,inland,Rainy
5703,24.8,39,16,11,18.3,clear,1020.15,8,Spring,7.5,inland,Sunny
5704,13.6,30,4,4,37.0,partly cloudy,1019.12,8,Spring,8.7,inland,Sunny
5705,9.0,68,31,66,34.3,overcast,1005.09,5,Winter,2.1,inland,Rainy
5706,36.0,54,7,22,25.0,overcast,1017.17,13,Summer,9.0,inland,Sunny
5707,26.0,42,10,12,33.0,partly cloudy,1010.41,9,Summer,9.5,coastal,Sunny
5708,9.2,88,23,69,50.9,partly cloudy,1009.55,0,Autumn,4.3,coastal,Rainy
5709,11.7,87,34,97,105.8,clear,1006.95,5,Spring,5.3,inland,Rainy
5710,42.6,31,23,0,42.8,clear,1023.09,5,Summer,9.1,mountain,Sunny
5711,18.8,52,21,8,27.9,clear,1008.47,7,Autumn,9.6,mountain,Sunny
5712,-2.9,95,17,68,41.7,overcast,1010.26,1,Winter,4.8,coastal,Rainy
5713,5.4,89,6,44,68.3,overcast,1007.77,2,Autumn,3.5,mountain,Rainy
5714,15.7,41,1,12,42.5,clear,1018.53,6,Spring,9.8,mountain,Sunny
5715,18.7,30,30,8,38.9,clear,1013.3,7,Spring,8.4,coastal,Sunny
5716,23.6,23,11,25,43.7,partly cloudy,1008.13,12,Summer,8.6,inland,Sunny
5717,22.2,38,32,15,42.5,partly cloudy,1022.22,7,Summer,7.7,inland,Sunny
5718,41.3,40,1,19,21.0,clear,1028.84,8,Summer,6.5,mountain,Sunny
5719,-2.9,91,89,53,101.0,overcast,996.8,1,Winter,3.5,mountain,Rainy
5720,4.6,91,48,55,24.7,overcast,1006.98,1,Autumn,2.8,coastal,Rainy
5721,19.3,44,8,17,47.6,clear,1017.96,13,Spring,9.1,coastal,Sunny
5722,34.4,36,1,10,33.8,clear,1034.17,4,Summer,6.9,mountain,Sunny
5723,14.0,81,97,43,87.6,overcast,1002.43,3,Autumn,2.0,coastal,Rainy
5724,29.9,41,15,11,17.2,partly cloudy,1016.81,5,Summer,9.7,coastal,Sunny
5725,27.3,46,1,20,43.5,partly cloudy,1017.22,11,Spring,7.7,mountain,Sunny
5726,14.5,71,68,66,40.5,overcast,995.5,4,Spring,4.0,inland,Rainy
5727,13.6,64,22,49,40.7,overcast,988.55,5,Spring,1.8,inland,Rainy
5728,-0.0,72,27,92,49.9,overcast,991.09,5,Winter,1.1,mountain,Rainy
5729,-0.8,88,33,93,21.8,overcast,995.27,2,Winter,2.7,inland,Rainy
5730,27.4,36,17,14,35.1,partly cloudy,1023.36,6,Summer,7.2,inland,Sunny
5731,24.2,29,7,12,51.5,partly cloudy,1032.85,5,Spring,6.6,coastal,Sunny
5732,10.5,93,51,98,28.6,overcast,1007.59,0,Autumn,2.5,mountain,Rainy
5733,23.6,31,2,4,51.6,clear,1014.5,4,Summer,9.5,mountain,Sunny
5734,30.9,28,26,18,53.9,overcast,1027.84,4,Summer,9.9,mountain,Sunny
5735,33.8,46,4,17,22.8,clear,1009.09,7,Summer,6.7,inland,Sunny
5736,18.6,29,16,21,21.9,clear,1011.45,9,Spring,9.0,inland,Sunny
5737,5.4,45,7,7,43.5,clear,1019.76,11,Winter,8.6,coastal,Sunny
5738,15.9,31,33,7,39.7,clear,1021.7,7,Spring,7.8,inland,Sunny
5739,28.8,20,13,0,51.3,clear,1009.41,9,Summer,7.1,mountain,Sunny
5740,40.1,47,22,11,41.8,partly cloudy,1028.3,12,Summer,7.8,coastal,Sunny
5741,21.3,25,28,7,54.3,clear,1020.23,13,Spring,9.3,coastal,Sunny
5742,42.7,39,4,13,46.8,partly cloudy,1022.9,12,Summer,7.7,coastal,Sunny
5743,24.5,53,24,12,11.4,clear,1024.04,10,Summer,6.1,coastal,Sunny
5744,15.2,34,34,24,50.6,partly cloudy,1028.94,7,Spring,6.7,inland,Sunny
5745,14.8,64,59,99,29.6,overcast,999.46,5,Autumn,1.6,coastal,Rainy
5746,26.6,88,14,59,39.5,overcast,988.0,4,Summer,4.0,mountain,Rainy
5747,4.5,86,31,41,106.7,overcast,1009.89,0,Autumn,3.2,coastal,Rainy
5748,4.2,87,105,43,65.4,overcast,997.96,4,Winter,2.7,coastal,Rainy
5749,22.2,37,39,25,41.7,overcast,1015.05,13,Summer,9.4,mountain,Sunny
5750,4.7,65,6,93,41.8,overcast,1009.7,1,Winter,4.1,mountain,Rainy
5751,36.5,47,7,24,7.1,clear,1025.64,11,Summer,6.4,inland,Sunny
5752,13.3,49,10,12,38.9,clear,1010.14,5,Spring,9.8,mountain,Sunny
